DETC2004-57082,DETC2011-47487,4
DETC2004-57082,DETC2008-49871,5
DETC2009-87311,DETC2012-70529,1
DETC2009-87311,DETC2011-48608,2
DETC2009-87311,DETC2004-57255,3
DETC2009-87311,DETC2004-57258,4
DETC2009-87311,DETC2012-70521,5
DETC2010-28064,DETC2012-70529,1
DETC2010-28064,DETC2011-48608,2
DETC2010-28064,DETC2007-34892,3
DETC2010-28064,DETC2011-48000,4
DETC2010-28064,DETC2004-57255,5
DETC2004-57086,DETC2012-70529,1
DETC2004-57086,DETC2011-48608,2
DETC2004-57086,DETC2007-34892,3
DETC2004-57086,DETC2011-48000,4
DETC2004-57086,DETC2004-57255,5
DETC2009-87434,DETC2012-70529,1
DETC2009-87434,DETC2011-48608,2
DETC2009-87434,DETC2007-34892,3
DETC2009-87434,DETC2004-57258,4
DETC2009-87434,DETC2012-70521,5
DETC2005-84240,DETC2012-70529,1
DETC2005-84240,DETC2011-48608,2
DETC2005-84240,DETC2007-34892,3
DETC2005-84240,DETC2011-48000,4
DETC2005-84240,DETC2004-57258,5
DETC2010-28140,DETC2012-70529,1
DETC2010-28140,DETC2011-48608,2
DETC2010-28140,DETC2011-48000,3
DETC2010-28140,DETC2004-57255,4
DETC2010-28140,DETC2012-70521,5
DETC2007-34773,DETC2012-70529,1
DETC2007-34773,DETC2011-48608,2
DETC2007-34773,DETC2004-57255,3
DETC2007-34773,DETC2004-57258,4
DETC2007-34773,DETC2012-70521,5
DETC2007-34772,DETC2012-70529,1
DETC2007-34772,DETC2011-48608,2
DETC2007-34772,DETC2007-34892,3
DETC2007-34772,DETC2004-57255,4
DETC2007-34772,DETC2004-57258,5
DETC2002-34131,DETC2012-70529,1
DETC2002-34131,DETC2011-48608,2
DETC2002-34131,DETC2007-34892,3
DETC2002-34131,DETC2004-57255,4
DETC2002-34131,DETC2004-57258,5
DETC2006-99647,DETC2012-70529,1
DETC2006-99647,DETC2011-48000,2
DETC2006-99647,DETC2007-34687,3
DETC2006-99647,DETC2011-47487,4
DETC2006-99647,DETC2008-49871,5
DETC2007-34827,DETC2012-70529,1
DETC2007-34827,DETC2011-48608,2
DETC2007-34827,DETC2007-34892,3
DETC2007-34827,DETC2011-48000,4
DETC2007-34827,DETC2004-57255,5
DETC2007-34826,DETC2012-70529,1
DETC2007-34826,DETC2011-48000,2
DETC2007-34826,DETC2007-34687,3
DETC2007-34826,DETC2011-47487,4
DETC2007-34826,DETC2008-49871,5
DETC2008-50137,DETC2012-70529,1
DETC2008-50137,DETC2011-48608,2
DETC2008-50137,DETC2007-34892,3
DETC2008-50137,DETC2011-48000,4
DETC2008-50137,DETC2004-57255,5
DETC2010-28364,DETC2012-70529,1
DETC2010-28364,DETC2011-48608,2
DETC2010-28364,DETC2007-34892,3
DETC2010-28364,DETC2004-57258,4
DETC2010-28364,DETC2012-70521,5
DETC2004-57102,DETC2012-70529,1
